,id,name,date,gmap_score,hystreet_score,cycle_score
78,08316,Emmendingen,2020-03-21,0.51,0.28,0.79
79,08316,Emmendingen,2020-03-22,0.71,0.51,0.25
80,08236,Enzkreis,2020-03-13,0.05,0.59,0.98
81,08236,Enzkreis,2020-03-14,0.48,0.2,0.66
82,08236,Enzkreis,2020-03-15,0.02,0.54,0.13
83,08236,Enzkreis,2020-03-16,0.2,0.9,0.91
84,08236,Enzkreis,2020-03-17,0.51,0.9,0.26
85,08236,Enzkreis,2020-03-18,0.52,0.68,0.92
86,08236,Enzkreis,2020-03-19,0.21,0.02,0.64
87,08236,Enzkreis,2020-03-20,0.72,0.63,0.82
88,08236,Enzkreis,2020-03-21,0.63,0.65,0.45
89,08236,Enzkreis,2020-03-22,0.4,0.12,0.07
90,08116,Esslingen,2020-03-13,0.65,0.52,0.98
91,08116,Esslingen,2020-03-14,0.25,0.73,0.67
92,08116,Esslingen,2020-03-15,0.49,0.12,0.59
93,08116,Esslingen,2020-03-16,0.54,0.14,0.53
94,08116,Esslingen,2020-03-17,0.4,0.92,0.09
95,08116,Esslingen,2020-03-18,0.97,0.37,0.37
96,08116,Esslingen,2020-03-19,0.74,0.09,0.25
97,08116,Esslingen,2020-03-20,0.17,0.88,0.81
98,08116,Esslingen,2020-03-21,0.11,0.15,0.75
99,08116,Esslingen,2020-03-22,0.11,0.22,0.35
100,08311,Freiburg im Breisgau,2020-03-13,0.49,0.53,0.63
101,08311,Freiburg im Breisgau,2020-03-14,0.42,0.27,0.13
102,08311,Freiburg im Breisgau,2020-03-15,0.69,0.01,0.04
103,08311,Freiburg im Breisgau,2020-03-16,0.76,0.16,0.61
104,08311,Freiburg im Breisgau,2020-03-17,0.05,0.99,0.74
105,08311,Freiburg im Breisgau,2020-03-18,0.99,0.61,0.98
106,08311,Freiburg im Breisgau,2020-03-19,0.0,0.31,0.92
107,08311,Freiburg im Breisgau,2020-03-20,0.97,0.73,0.61
108,08311,Freiburg im Breisgau,2020-03-21,0.99,0.08,0.77
109,08311,Freiburg im Breisgau,2020-03-22,0.12,0.39,0.92
110,08237,Freudenstadt,2020-03-13,0.12,0.24,0.59
111,08237,Freudenstadt,2020-03-14,0.86,0.57,0.59
112,08237,Freudenstadt,2020-03-15,0.63,0.02,0.66
113,08237,Freudenstadt,2020-03-16,0.34,0.95,0.34
114,08237,Freudenstadt,2020-03-17,0.04,0.87,0.31
115,08237,Freudenstadt,2020-03-18,0.68,0.03,0.01
116,08237,Freudenstadt,2020-03-19,0.93,0.76,0.13
117,08237,Freudenstadt,2020-03-20,0.09,0.9,0.82
118,08237,Freudenstadt,2020-03-21,0.9,0.52,0.42
119,08237,Freudenstadt,2020-03-22,0.42,0.63,0.34
120,08117,Göppingen,2020-03-13,0.14,0.13,0.88
121,08117,Göppingen,2020-03-14,0.56,0.28,0.51
122,08117,Göppingen,2020-03-15,0.44,0.23,0.21
123,08117,Göppingen,2020-03-16,0.8,0.85,0.74
124,08117,Göppingen,2020-03-17,0.56,0.35,0.38
125,08117,Göppingen,2020-03-18,0.51,0.0,0.61
126,08117,Göppingen,2020-03-19,0.68,0.57,0.23
127,08117,Göppingen,2020-03-20,0.73,0.11,0.84
128,08117,Göppingen,2020-03-21,0.79,0.08,0.4
129,08117,Göppingen,2020-03-22,0.39,0.91,0.65
130,08221,Heidelberg,2020-03-13,0.11,0.36,0.34
131,08221,Heidelberg,2020-03-14,0.0,0.84,0.86
132,08221,Heidelberg,2020-03-15,0.66,0.81,0.31
133,08221,Heidelberg,2020-03-16,0.7,0.76,0.29
134,08221,Heidelberg,2020-03-17,0.29,0.02,0.51
135,08221,Heidelberg,2020-03-18,0.51,0.41,0.64
136,08221,Heidelberg,2020-03-19,0.51,0.92,0.73
137,08221,Heidelberg,2020-03-20,0.73,0.87,0.62
138,08221,Heidelberg,2020-03-21,0.58,0.21,0.4
139,08221,Heidelberg,2020-03-22,0.73,0.05,0.87
140,08135,Heidenheim,2020-03-13,0.44,0.71,0.73
141,08135,Heidenheim,2020-03-14,0.64,0.31,0.41
142,08135,Heidenheim,2020-03-15,0.08,0.9,0.0
143,08135,Heidenheim,2020-03-16,0.87,0.69,0.47
144,08135,Heidenheim,2020-03-17,0.62,0.76,0.75
145,08135,Heidenheim,2020-03-18,0.31,0.16,1.0
146,08135,Heidenheim,2020-03-19,0.39,0.29,0.81
147,08135,Heidenheim,2020-03-20,0.69,0.41,0.1
148,08135,Heidenheim,2020-03-21,0.23,0.42,0.76
149,08135,Heidenheim,2020-03-22,0.19,0.09,0.27
150,08125,Heilbronn,2020-03-13,0.5,0.1,0.22
151,08125,Heilbronn,2020-03-14,0.03,0.29,0.93
152,08125,Heilbronn,2020-03-15,0.02,0.75,0.84
153,08125,Heilbronn,2020-03-16,0.91,0.4,0.84
154,08125,Heilbronn,2020-03-17,0.43,0.37,0.15
155,08125,Heilbronn,2020-03-18,0.36,0.3,0.55
156,08125,Heilbronn,2020-03-19,0.97,1.0,0.97
157,08125,Heilbronn,2020-03-20,0.47,0.95,0.77
158,08125,Heilbronn,2020-03-21,0.62,0.54,0.92
159,08125,Heilbronn,2020-03-22,0.54,0.01,0.74
160,08121,Heilbronn,2020-03-13,0.23,0.54,0.86
161,08121,Heilbronn,2020-03-14,0.65,0.65,0.35
162,08121,Heilbronn,2020-03-15,1.0,0.9,1.0
163,08121,Heilbronn,2020-03-16,0.27,0.92,0.96
164,08121,Heilbronn,2020-03-17,0.54,0.55,0.98
165,08121,Heilbronn,2020-03-18,0.37,0.45,0.04
166,08121,Heilbronn,2020-03-19,0.76,0.11,0.53
167,08121,Heilbronn,2020-03-20,0.8,0.32,0.13
168,08121,Heilbronn,2020-03-21,0.65,0.89,0.32
169,08121,Heilbronn,2020-03-22,0.16,0.91,0.32
170,08126,Hohenlohekreis,2020-03-13,0.66,0.93,0.41
171,08126,Hohenlohekreis,2020-03-14,0.48,0.35,0.4
172,08126,Hohenlohekreis,2020-03-15,0.35,0.53,0.71
173,08126,Hohenlohekreis,2020-03-16,0.8,0.83,0.77
174,08126,Hohenlohekreis,2020-03-17,0.34,0.47,0.08
175,08126,Hohenlohekreis,2020-03-18,0.72,0.26,0.7
176,08126,Hohenlohekreis,2020-03-19,0.51,0.8,0.12
177,08126,Hohenlohekreis,2020-03-20,0.83,0.79,0.84
178,08126,Hohenlohekreis,2020-03-21,0.97,0.93,0.62
179,08126,Hohenlohekreis,2020-03-22,0.98,0.72,0.24
180,08215,Karlsruhe,2020-03-13,0.62,0.7,0.98
181,08215,Karlsruhe,2020-03-14,0.48,0.43,0.67
182,08215,Karlsruhe,2020-03-15,0.78,0.38,0.93
183,08215,Karlsruhe,2020-03-16,0.86,0.0,0.08
184,08215,Karlsruhe,2020-03-17,0.86,0.25,0.77
185,08215,Karlsruhe,2020-03-18,0.89,0.09,0.6
186,08215,Karlsruhe,2020-03-19,0.71,0.03,0.91
187,08215,Karlsruhe,2020-03-20,0.82,0.37,0.02
188,08215,Karlsruhe,2020-03-21,0.24,0.1,0.79
189,08215,Karlsruhe,2020-03-22,0.45,0.15,0.71
190,08212,Karlsruhe,2020-03-13,0.49,0.69,0.63
191,08212,Karlsruhe,2020-03-14,0.3,0.13,0.62
192,08212,Karlsruhe,2020-03-15,0.7,0.23,0.64
193,08212,Karlsruhe,2020-03-16,0.71,0.68,0.09
194,08212,Karlsruhe,2020-03-17,0.83,0.0,0.46
195,08212,Karlsruhe,2020-03-18,0.06,0.57,0.34
196,08212,Karlsruhe,2020-03-19,0.72,0.59,0.05
197,08212,Karlsruhe,2020-03-20,0.41,0.94,0.55
198,08212,Karlsruhe,2020-03-21,0.78,1.0,0.21
199,08212,Karlsruhe,2020-03-22,0.04,0.75,0.94
200,08335,Konstanz,2020-03-13,0.65,0.68,0.76
201,08335,Konstanz,2020-03-14,0.24,0.98,0.64
202,08335,Konstanz,2020-03-15,0.63,0.31,0.2
203,08335,Konstanz,2020-03-16,0.06,0.64,0.32
204,08335,Konstanz,2020-03-17,0.09,0.84,0.64
205,08335,Konstanz,2020-03-18,0.5,0.11,0.6
206,08335,Konstanz,2020-03-19,0.04,0.15,0.98
207,08335,Konstanz,2020-03-20,0.32,0.09,0.22
208,08335,Konstanz,2020-03-21,0.09,0.01,0.81
209,08335,Konstanz,2020-03-22,0.01,0.3,0.52
210,08336,Lörrach,2020-03-13,0.56,0.69,0.09
211,08336,Lörrach,2020-03-14,0.43,0.66,0.85
212,08336,Lörrach,2020-03-15,0.85,0.08,0.44
213,08336,Lörrach,2020-03-16,0.69,0.02,0.07
214,08336,Lörrach,2020-03-17,0.98,0.5,0.58
215,08336,Lörrach,2020-03-18,0.0,0.04,0.4
216,08336,Lörrach,2020-03-19,0.15,0.9,0.97
217,08336,Lörrach,2020-03-20,0.15,0.29,0.1
218,08336,Lörrach,2020-03-21,0.13,0.4,0.13
219,08336,Lörrach,2020-03-22,0.9,0.67,0.52
220,08118,Ludwigsburg,2020-03-13,0.43,0.33,0.38
221,08118,Ludwigsburg,2020-03-14,0.26,0.86,0.08
222,08118,Ludwigsburg,2020-03-15,0.25,0.87,0.86
223,08118,Ludwigsburg,2020-03-16,0.57,0.13,0.55
224,08118,Ludwigsburg,2020-03-17,0.8,0.34,0.68
225,08118,Ludwigsburg,2020-03-18,0.76,0.39,0.72
226,08118,Ludwigsburg,2020-03-19,0.11,0.28,0.82
227,08118,Ludwigsburg,2020-03-20,0.18,0.47,0.81
228,08118,Ludwigsburg,2020-03-21,0.54,0.4,0.38
229,08118,Ludwigsburg,2020-03-22,0.86,0.5,0.15
230,08128,Main-Tauber-Kreis,2020-03-13,0.65,0.72,0.72
231,08128,Main-Tauber-Kreis,2020-03-14,0.95,0.02,0.09
232,08128,Main-Tauber-Kreis,2020-03-15,0.49,0.33,0.76
233,08128,Main-Tauber-Kreis,2020-03-16,0.82,0.52,0.11
234,08128,Main-Tauber-Kreis,2020-03-17,0.86,0.67,0.4
235,08128,Main-Tauber-Kreis,2020-03-18,0.19,0.69,0.13
236,08128,Main-Tauber-Kreis,2020-03-19,0.23,0.97,0.05
237,08128,Main-Tauber-Kreis,2020-03-20,0.19,0.65,0.93
238,08128,Main-Tauber-Kreis,2020-03-21,0.46,0.19,0.8
239,08128,Main-Tauber-Kreis,2020-03-22,0.87,0.22,0.63
240,08222,Mannheim,2020-03-13,0.82,0.85,0.27
241,08222,Mannheim,2020-03-14,0.14,0.11,0.15
242,08222,Mannheim,2020-03-15,0.06,0.08,0.83
243,08222,Mannheim,2020-03-16,0.02,0.65,0.76
244,08222,Mannheim,2020-03-17,0.52,0.49,0.81
245,08222,Mannheim,2020-03-18,0.7,0.16,0.66
246,08222,Mannheim,2020-03-19,0.13,0.47,0.33
247,08222,Mannheim,2020-03-20,0.99,0.02,0.48
248,08222,Mannheim,2020-03-21,0.57,0.49,0.34
249,08222,Mannheim,2020-03-22,0.13,0.37,0.68
250,08225,Neckar-Odenwald-Kreis,2020-03-13,0.41,0.51,0.88
251,08225,Neckar-Odenwald-Kreis,2020-03-14,0.87,0.73,0.35
252,08225,Neckar-Odenwald-Kreis,2020-03-15,0.76,0.04,0.46
253,08225,Neckar-Odenwald-Kreis,2020-03-16,0.85,0.65,0.99
254,08225,Neckar-Odenwald-Kreis,2020-03-17,0.76,0.78,0.2
255,08225,Neckar-Odenwald-Kreis,2020-03-18,0.74,0.31,0.85
256,08225,Neckar-Odenwald-Kreis,2020-03-19,0.45,0.87,0.04
257,08225,Neckar-Odenwald-Kreis,2020-03-20,0.52,0.18,0.83
258,08225,Neckar-Odenwald-Kreis,2020-03-21,0.57,0.82,0.78
259,08225,Neckar-Odenwald-Kreis,2020-03-22,0.43,0.41,0.58
260,08317,Ortenaukreis,2020-03-13,0.43,0.79,0.56
261,08317,Ortenaukreis,2020-03-14,0.35,0.55,0.03
262,08317,Ortenaukreis,2020-03-15,0.84,0.21,0.29
263,08317,Ortenaukreis,2020-03-16,0.92,0.95,0.49
264,08317,Ortenaukreis,2020-03-17,0.21,0.8,0.04
265,08317,Ortenaukreis,2020-03-18,0.04,0.76,0.36
266,08317,Ortenaukreis,2020-03-19,0.55,0.62,0.62
267,08317,Ortenaukreis,2020-03-20,0.62,0.14,0.63
268,08317,Ortenaukreis,2020-03-21,0.68,0.83,0.43
269,08317,Ortenaukreis,2020-03-22,0.96,0.71,0.54
270,08136,Ostalbkreis,2020-03-13,0.69,0.42,0.6
271,08136,Ostalbkreis,2020-03-14,0.62,0.02,0.51
272,08136,Ostalbkreis,2020-03-15,0.54,0.56,0.21
273,08136,Ostalbkreis,2020-03-16,0.68,0.15,0.96
274,08136,Ostalbkreis,2020-03-17,0.58,0.3,0.24
275,08136,Ostalbkreis,2020-03-18,0.09,0.73,0.13
276,08136,Ostalbkreis,2020-03-19,0.88,0.43,0.27
277,08136,Ostalbkreis,2020-03-20,0.1,0.51,0.77
278,08136,Ostalbkreis,2020-03-21,0.9,0.28,0.29
279,08136,Ostalbkreis,2020-03-22,0.97,0.34,0.74
280,08231,Pforzheim,2020-03-13,0.97,0.33,0.7
281,08231,Pforzheim,2020-03-14,0.59,0.2,0.58
282,08231,Pforzheim,2020-03-15,0.77,0.64,0.11
283,08231,Pforzheim,2020-03-16,0.87,0.28,0.69
284,08231,Pforzheim,2020-03-17,1.0,0.7,0.53
285,08231,Pforzheim,2020-03-18,0.88,0.23,0.23
286,08231,Pforzheim,2020-03-19,0.66,0.34,0.12
287,08231,Pforzheim,2020-03-20,1.0,0.86,0.78
288,08231,Pforzheim,2020-03-21,0.74,0.67,0.3
289,08231,Pforzheim,2020-03-22,0.3,0.37,0.84
290,08216,Rastatt,2020-03-13,0.12,0.56,0.79
291,08216,Rastatt,2020-03-14,0.71,0.41,0.12
292,08216,Rastatt,2020-03-15,0.97,0.44,0.77
293,08216,Rastatt,2020-03-16,0.22,0.39,0.97
294,08216,Rastatt,2020-03-17,0.3,0.12,0.08
295,08216,Rastatt,2020-03-18,0.89,0.21,0.0
296,08216,Rastatt,2020-03-19,0.71,0.86,0.3
297,08216,Rastatt,2020-03-20,0.7,0.53,0.95
298,08216,Rastatt,2020-03-21,0.79,0.72,0.35
299,08216,Rastatt,2020-03-22,0.61,0.15,0.58
300,08436,Ravensburg,2020-03-13,0.26,0.45,0.5
301,08436,Ravensburg,2020-03-14,0.59,0.12,0.18
302,08436,Ravensburg,2020-03-15,0.94,0.92,0.45
303,08436,Ravensburg,2020-03-16,0.27,0.2,0.15
304,08436,Ravensburg,2020-03-17,0.5,0.44,0.51
305,08436,Ravensburg,2020-03-18,0.12,0.58,0.31
306,08436,Ravensburg,2020-03-19,0.43,0.96,0.6
307,08436,Ravensburg,2020-03-20,0.76,0.75,0.25
308,08436,Ravensburg,2020-03-21,0.28,0.2,0.75
309,08436,Ravensburg,2020-03-22,0.93,0.51,0.22
310,08119,Rems-Murr-Kreis,2020-03-13,0.72,0.63,0.71
311,08119,Rems-Murr-Kreis,2020-03-14,0.79,0.52,0.03
312,08119,Rems-Murr-Kreis,2020-03-15,0.32,0.3,0.13
313,08119,Rems-Murr-Kreis,2020-03-16,0.84,0.69,0.61
314,08119,Rems-Murr-Kreis,2020-03-17,1.0,0.92,0.06
315,08119,Rems-Murr-Kreis,2020-03-18,0.04,0.08,0.13
316,08119,Rems-Murr-Kreis,2020-03-19,0.23,0.44,0.95
317,08119,Rems-Murr-Kreis,2020-03-20,0.3,0.17,0.07
318,08119,Rems-Murr-Kreis,2020-03-21,0.46,0.38,0.75
319,08119,Rems-Murr-Kreis,2020-03-22,0.96,0.94,0.35
320,08415,Reutlingen,2020-03-13,0.9,0.03,0.62
321,08415,Reutlingen,2020-03-14,0.61,0.39,0.4
322,08415,Reutlingen,2020-03-15,0.62,0.07,0.22
323,08415,Reutlingen,2020-03-16,0.51,0.8,0.75
324,08415,Reutlingen,2020-03-17,0.59,0.12,0.66
325,08415,Reutlingen,2020-03-18,0.86,0.52,0.86
326,08415,Reutlingen,2020-03-19,0.97,0.16,0.97
327,08415,Reutlingen,2020-03-20,0.22,0.36,0.67
328,08415,Reutlingen,2020-03-21,0.8,0.15,0.24
329,08415,Reutlingen,2020-03-22,0.83,0.83,0.03
330,08226,Rhein-Neckar-Kreis,2020-03-13,0.49,0.14,0.16
331,08226,Rhein-Neckar-Kreis,2020-03-14,0.11,0.87,0.54
332,08226,Rhein-Neckar-Kreis,2020-03-15,0.15,0.71,0.48
333,08226,Rhein-Neckar-Kreis,2020-03-16,0.87,0.63,0.37
334,08226,Rhein-Neckar-Kreis,2020-03-17,0.65,0.72,0.63
335,08226,Rhein-Neckar-Kreis,2020-03-18,0.77,0.94,0.29
336,08226,Rhein-Neckar-Kreis,2020-03-19,0.37,0.01,0.24
337,08226,Rhein-Neckar-Kreis,2020-03-20,0.73,0.1,0.17
338,08226,Rhein-Neckar-Kreis,2020-03-21,0.49,0.37,0.55
339,08226,Rhein-Neckar-Kreis,2020-03-22,0.56,0.17,0.49
340,08325,Rottweil,2020-03-13,0.52,0.84,0.08
341,08325,Rottweil,2020-03-14,0.17,0.33,0.19
342,08325,Rottweil,2020-03-15,0.65,0.56,0.64
343,08325,Rottweil,2020-03-16,0.32,0.44,0.43
344,08325,Rottweil,2020-03-17,0.39,0.76,0.59
345,08325,Rottweil,2020-03-18,0.15,0.63,0.97
346,08325,Rottweil,2020-03-19,0.36,0.23,0.61
347,08325,Rottweil,2020-03-20,0.68,0.66,0.0
348,08325,Rottweil,2020-03-21,0.14,0.96,0.05
349,08325,Rottweil,2020-03-22,0.21,1.0,0.44
350,08127,Schwäbisch Hall,2020-03-13,0.26,0.61,0.32
351,08127,Schwäbisch Hall,2020-03-14,0.3,0.58,0.38
352,08127,Schwäbisch Hall,2020-03-15,0.47,0.08,0.37
353,08127,Schwäbisch Hall,2020-03-16,0.05,0.39,0.78
354,08127,Schwäbisch Hall,2020-03-17,0.79,0.26,0.43
355,08127,Schwäbisch Hall,2020-03-18,0.18,0.3,0.38
356,08127,Schwäbisch Hall,2020-03-19,0.91,1.0,0.33
357,08127,Schwäbisch Hall,2020-03-20,0.12,0.99,0.37
358,08127,Schwäbisch Hall,2020-03-21,0.82,0.08,0.04
359,08127,Schwäbisch Hall,2020-03-22,0.12,0.64,0.36
360,08326,Schwarzwald-Baar-Kreis,2020-03-13,0.35,0.87,0.41
361,08326,Schwarzwald-Baar-Kreis,2020-03-14,0.05,0.65,0.96
362,08326,Schwarzwald-Baar-Kreis,2020-03-15,0.77,0.8,0.6
363,08326,Schwarzwald-Baar-Kreis,2020-03-16,0.13,0.51,0.91
364,08326,Schwarzwald-Baar-Kreis,2020-03-17,0.42,0.07,0.53
365,08326,Schwarzwald-Baar-Kreis,2020-03-18,0.56,0.67,0.95
366,08326,Schwarzwald-Baar-Kreis,2020-03-19,0.5,0.03,0.28
367,08326,Schwarzwald-Baar-Kreis,2020-03-20,0.17,0.81,0.59
368,08326,Schwarzwald-Baar-Kreis,2020-03-21,0.07,0.9,0.25
369,08326,Schwarzwald-Baar-Kreis,2020-03-22,0.05,0.3,0.18
370,08437,Sigmaringen,2020-03-13,0.28,1.0,0.64
371,08437,Sigmaringen,2020-03-14,1.0,0.11,0.88
372,08437,Sigmaringen,2020-03-15,0.57,0.87,0.13
373,08437,Sigmaringen,2020-03-16,0.16,0.08,0.4
374,08437,Sigmaringen,2020-03-17,0.1,0.26,0.25
375,08437,Sigmaringen,2020-03-18,0.69,0.84,0.63
376,08437,Sigmaringen,2020-03-19,0.88,0.65,0.17
377,08437,Sigmaringen,2020-03-20,0.6,0.73,0.43
378,08437,Sigmaringen,2020-03-21,0.44,0.37,0.88
379,08437,Sigmaringen,2020-03-22,0.48,0.59,0.01
380,08111,Stuttgart,2020-03-13,0.43,0.41,0.44
381,08111,Stuttgart,2020-03-14,0.34,0.32,0.59
382,08111,Stuttgart,2020-03-15,0.2,0.15,0.93
383,08111,Stuttgart,2020-03-16,0.65,0.92,0.9
384,08111,Stuttgart,2020-03-17,0.2,0.94,0.51
385,08111,Stuttgart,2020-03-18,0.79,0.55,0.45
386,08111,Stuttgart,2020-03-19,0.82,0.39,0.11
387,08111,Stuttgart,2020-03-20,0.74,0.54,0.47
388,08111,Stuttgart,2020-03-21,0.94,0.11,0.49
389,08111,Stuttgart,2020-03-22,0.81,0.71,0.52
390,08416,Tübingen,2020-03-13,0.12,0.78,0.34
391,08416,Tübingen,2020-03-14,0.08,0.11,0.92
392,08416,Tübingen,2020-03-15,0.38,0.88,0.19
393,08416,Tübingen,2020-03-16,0.68,0.02,0.12
394,08416,Tübingen,2020-03-17,0.73,0.47,0.76
395,08416,Tübingen,2020-03-18,0.74,0.09,0.6
396,08416,Tübingen,2020-03-19,0.46,0.24,0.85
397,08416,Tübingen,2020-03-20,0.71,0.98,0.72
398,08416,Tübingen,2020-03-21,0.06,0.24,0.15
399,08416,Tübingen,2020-03-22,0.71,0.31,0.52
400,08327,Tuttlingen,2020-03-13,0.2,0.43,0.19
401,08327,Tuttlingen,2020-03-14,0.0,0.14,0.26
402,08327,Tuttlingen,2020-03-15,0.77,0.55,0.24
403,08327,Tuttlingen,2020-03-16,0.12,0.88,1.0
404,08327,Tuttlingen,2020-03-17,0.66,0.53,0.01
405,08327,Tuttlingen,2020-03-18,0.87,0.88,0.35
406,08327,Tuttlingen,2020-03-19,0.28,0.68,0.05
407,08327,Tuttlingen,2020-03-20,0.89,0.28,0.6
408,08327,Tuttlingen,2020-03-21,0.44,0.2,0.34
409,08327,Tuttlingen,2020-03-22,0.52,0.76,0.97
410,08421,Ulm,2020-03-13,0.59,0.34,0.04
411,08421,Ulm,2020-03-14,0.67,0.8,0.37
412,08421,Ulm,2020-03-15,0.85,0.09,0.28
413,08421,Ulm,2020-03-16,0.49,0.42,0.81
414,08421,Ulm,2020-03-17,0.67,0.36,0.6
415,08421,Ulm,2020-03-18,0.04,0.26,0.95
416,08421,Ulm,2020-03-19,0.05,0.25,0.0
417,08421,Ulm,2020-03-20,0.65,0.64,0.92
418,08421,Ulm,2020-03-21,0.3,0.96,0.5
419,08421,Ulm,2020-03-22,0.67,0.55,0.26
420,08337,Waldshut,2020-03-13,0.36,0.18,0.8
421,08337,Waldshut,2020-03-14,0.87,0.02,0.74
422,08337,Waldshut,2020-03-15,0.25,0.17,0.43
423,08337,Waldshut,2020-03-16,0.98,0.77,0.41
424,08337,Waldshut,2020-03-17,0.08,0.06,0.75
425,08337,Waldshut,2020-03-18,0.95,0.87,0.92
426,08337,Waldshut,2020-03-19,0.72,0.96,0.69
427,08337,Waldshut,2020-03-20,0.3,0.68,0.92
428,08337,Waldshut,2020-03-21,0.06,0.99,0.6
